,0,1,2
nrdG,4449716.0,4450181.0,-1.0
nrdD,4450338.0,4452477.0,-1.0
treC,4452870.0,4454526.0,-1.0
treB,4454575.0,4455997.0,-1.0
treR,4456115.0,4457063.0,-1.0
mgtL,4457247.0,4457301.0,1.0
mgtA,4457441.0,4460138.0,1.0
ridA,4460343.0,4460730.0,-1.0
pyrI,4460802.0,4461264.0,-1.0
pyrB,4461276.0,4462212.0,-1.0
pyrL,4462215.0,4462350.0,-1.0
yjgH,4462630.0,4463026.0,-1.0
bdcA,4463156.0,4463870.0,-1.0
bdcR,4463940.0,4464534.0,1.0
tabA,4464678.0,4465131.0,1.0
yjgL,4465253.0,4467068.0,1.0
argI,4467123.0,4468128.0,-1.0
rraB,4468289.0,4468706.0,1.0
yjgM,4468850.0,4469354.0,-1.0
yjgN,4469546.0,4470743.0,1.0
valS,4470798.0,4473654.0,-1.0
holC,4473653.0,4474097.0,-1.0
pepA,4474256.0,4475768.0,-1.0
lptF,4476034.0,4477135.0,1.0
lptG,4477134.0,4478217.0,1.0
yjgR,4478377.0,4479880.0,-1.0
idnR,4479957.0,4480956.0,-1.0
idnT,4481022.0,4482342.0,-1.0
idnO,4482403.0,4483168.0,-1.0
idnD,4483191.0,4484223.0,-1.0
idnK,4484439.0,4485003.0,1.0
ahr,4485006.0,4486026.0,-1.0
intB,4486491.0,4487757.0,1.0
yjgX,4489409.0,4490608.0,-1.0
yjgZ,4491076.0,4491406.0,1.0
insG,4491919.0,4493248.0,-1.0
yjhB,4493874.0,4495092.0,1.0
yjhC,4495103.0,4496222.0,1.0
ythA,4496264.0,4496390.0,1.0
yjhD,4496442.0,4496673.0,-1.0
yjhE,4496677.0,4496926.0,1.0
insO,4497013.0,4499610.0,1.0
insM,4498492.0,4498759.0,-1.0
yjhV,4499620.0,4499950.0,1.0
fecE,4500506.0,4501274.0,-1.0
fecD,4501274.0,4502231.0,-1.0
fecC,4502227.0,4503226.0,-1.0
fecB,4503222.0,4504125.0,-1.0
fecA,4504169.0,4506494.0,-1.0
fecR,4506580.0,4507534.0,-1.0
fecI,4507530.0,4508052.0,-1.0
yjhU,4509154.0,4510141.0,-1.0
yjhF,4510487.0,4511837.0,-1.0
yjhG,4511943.0,4513911.0,-1.0
yjhH,4513921.0,4514827.0,-1.0
yjhI,4514831.0,4515620.0,-1.0
sgcR,4515922.0,4516705.0,-1.0
sgcE,4516721.0,4517354.0,-1.0
sgcA,4517365.0,4517797.0,-1.0
sgcQ,4517927.0,4518734.0,-1.0
sgcC,4518746.0,4520060.0,-1.0
sgcB,4520071.0,4520350.0,-1.0
sgcX,4520346.0,4521468.0,-1.0
yjhY,4521866.0,4522127.0,-1.0
yjhP,4522253.0,4523000.0,-1.0
yjhQ,4523055.0,4523601.0,-1.0
yjhX,4523612.0,4523870.0,-1.0
yjhZ,4524246.0,4524492.0,-1.0
yjhR,4524607.0,4525848.0,1.0
nanS,4526430.0,4527411.0,-1.0
nanM,4527475.0,4528582.0,-1.0
nanC,4528601.0,4529318.0,-1.0
fimB,4530773.0,4531376.0,1.0
fimE,4531853.0,4532450.0,1.0
fimA,4532931.0,4533480.0,1.0
fimI,4533544.0,4534084.0,1.0
fimC,4534120.0,4534846.0,1.0
fimD,4534912.0,4537549.0,1.0
fimF,4537558.0,4538089.0,1.0
fimG,4538101.0,4538605.0,1.0
fimH,4538624.0,4539527.0,1.0
gntP,4539769.0,4541113.0,-1.0
uxuA,4541452.0,4542637.0,1.0
uxuB,4542717.0,4544178.0,1.0
uxuR,4544392.0,4545166.0,1.0
yjiC,4545306.0,4546137.0,-1.0
iraD,4546809.0,4547202.0,1.0
hypT,4547194.0,4548106.0,-1.0
iadA,4548170.0,4549343.0,-1.0
yjiG,4549355.0,4549817.0,-1.0
yjiH,4549813.0,4550497.0,-1.0
kptA,4550746.0,4551301.0,1.0
yjiJ,4551313.0,4552492.0,-1.0
yjiK,4552559.0,4553420.0,-1.0
yjiL,4553738.0,4554506.0,-1.0
yjiM,4554515.0,4555667.0,-1.0
yjiN,4555782.0,4557063.0,-1.0
mdtM,4557103.0,4558336.0,-1.0
yjiP,4558814.0,4559735.0,1.0
yjiR,4559978.0,4561391.0,-1.0
yjiS,4561567.0,4561732.0,1.0
yjiT,4562230.0,4563733.0,1.0
yjiV,4563735.0,4566672.0,1.0
mcrC,4566728.0,4567775.0,-1.0
mcrB,4567774.0,4569154.0,-1.0
symE,4569315.0,4569657.0,-1.0
hsdS,4569884.0,4571279.0,-1.0
hsdM,4571275.0,4572865.0,-1.0
hsdR,4573065.0,4576632.0,-1.0
mrr,4576765.0,4577680.0,1.0
yjiA,4577725.0,4578682.0,-1.0
yjiX,4578692.0,4578896.0,-1.0
yjiY,4578945.0,4581096.0,-1.0
tsr,4581473.0,4583129.0,1.0
yjjL,4583177.0,4584539.0,-1.0
yjjM,4584753.0,4585668.0,-1.0
yjjN,4585806.0,4586829.0,1.0
opgB,4586966.0,4589258.0,-1.0
yjjA,4589511.0,4590006.0,-1.0
dnaC,4590054.0,4590792.0,-1.0
dnaT,4590794.0,4591334.0,-1.0
yjjB,4591440.0,4591914.0,-1.0
yjjP,4591904.0,4592675.0,-1.0
yjjQ,4593293.0,4594019.0,1.0
bglJ,4593976.0,4594654.0,1.0
fhuF,4594691.0,4595480.0,-1.0
yjjZ,4595620.0,4595857.0,1.0
rsmC,4596485.0,4597517.0,-1.0
holD,4597619.0,4598033.0,1.0
rimI,4598001.0,4598448.0,1.0
yjjG,4598462.0,4599140.0,1.0
prfC,4599230.0,4600820.0,1.0
osmY,4601212.0,4601818.0,1.0
ytjA,4601944.0,4602106.0,1.0
yjjU,4602227.0,4603301.0,1.0
yjjV,4603297.0,4604077.0,1.0
yjjW,4604496.0,4605360.0,-1.0
yjjI,4605331.0,4606882.0,-1.0
deoC,4607139.0,4607919.0,1.0
deoA,4608045.0,4609368.0,1.0
deoB,4609419.0,4610643.0,1.0
deoD,4610699.0,4611419.0,1.0
yjjJ,4611585.0,4612917.0,1.0
lplA,4612917.0,4613934.0,-1.0
ytjB,4613961.0,4614606.0,-1.0
serB,4614711.0,4615680.0,1.0
radA,4615728.0,4617111.0,1.0
nadR,4617131.0,4618364.0,1.0
yjjK,4618671.0,4620339.0,-1.0
slt,4620549.0,4622487.0,1.0
trpR,4622576.0,4622903.0,1.0
yjjX,4623049.0,4623562.0,-1.0
ytjC,4623613.0,4624261.0,1.0
rob,4624257.0,4625127.0,-1.0
creA,4625337.0,4625811.0,1.0
creB,4625823.0,4626513.0,1.0
creC,4626512.0,4627937.0,1.0
creD,4627994.0,4629347.0,1.0
arcA,4629406.0,4630123.0,-1.0
yjjY,4630218.0,4630359.0,1.0
yjtD,4630758.0,4631445.0,1.0
